"Name","API Name","Memory","Compute Units (ECU)","vCPUs","GiB of Memory per vCPU","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Availability Zones","Linux On Demand cost","Linux Reserved cost","Linux Spot Minimum cost","Linux Spot Maximum cost","RHEL On Demand cost","RHEL Reserved cost","RHEL Spot Minimum cost","RHEL Spot Maximum cost","SLES On Demand cost","SLES Reserved cost","SLES Spot Minimum cost","SLES Spot Maximum cost","Windows On Demand cost","Windows Reserved cost","Windows Spot Minimum cost","Windows Spot Maximum cost","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost"
"C5N 9xlarge","c5n.9xlarge","96.0 GiB","139 units","36 vCPUs","2.67 GiB/vCPU","0","None","0 GiB","0","0","3.861 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","50 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.944 hourly","$1.225 hourly","$0.598000 hourly","$0.881100 hourly","$2.074 hourly","$1.355 hourly","$0.728000 hourly","$1.011100 hourly","$2.094 hourly","$1.285 hourly","$0.748000 hourly","$1.031100 hourly","$3.6 hourly","$2.881 hourly","$2.239000 hourly","$2.239000 hourly","$4.208 hourly","$3.489 hourly","$7.92 hourly","$7.201 hourly","$17.1 hourly","$16.381 hourly","$2.552 hourly","$1.833 hourly","$6.264 hourly","$5.545 hourly","$15.444 hourly","$14.725 hourly","0","$0.270 hourly"
"C5 High-CPU 24xlarge","c5d.24xlarge","192.0 GiB","375 units","96 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","3.906 units","Intel Xeon Platinum 8275L","3 GHz","Yes","Yes","Yes","Yes","3600 GB                 (4 * 900 GB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","use1-az2, use1-az4, use1-az6","$4.608 hourly","$2.903 hourly","$1.664800 hourly","$1.974700 hourly","$4.773 hourly","$3.065 hourly","$1.794800 hourly","$2.104700 hourly","$4.708 hourly","$2.936 hourly","$1.764800 hourly","$2.074700 hourly","$9.024 hourly","$7.319 hourly","$5.970600 hourly","$5.970600 hourly","$10.646 hourly","$8.941 hourly","$20.544 hourly","$18.839 hourly","$45.024 hourly","$43.319 hourly","$6.23 hourly","$4.525 hourly","$16.128 hourly","$14.423 hourly","$40.608 hourly","$38.903 hourly","0","unavailable"
"M6I Metal","m6i.metal","512.0 GiB","0 units","128 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","50 Gigabit","40000.0 Mbps","5000.0 Mbps","160000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$6.144 hourly","$4.06426 hourly","$2.285200 hourly","$2.285200 hourly","$6.309 hourly","$4.22626 hourly","$2.415200 hourly","$2.415200 hourly","$6.294 hourly","$4.12426 hourly","$2.435200 hourly","$2.435200 hourly","$12.032 hourly","$9.95226 hourly","$8.173200 hourly","$8.173200 hourly","$14.1952 hourly","$12.11546 hourly","$27.392 hourly","$25.31226 hourly","$60.032 hourly","$57.95226 hourly","$8.3072 hourly","$6.22746 hourly","$21.504 hourly","$19.42426 hourly","$54.144 hourly","$52.06426 hourly","0","unavailable"
"M5 General Purpose Double Extra Large","m5d.2xlarge","32.0 GiB","37 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","4.625 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","300 GB                 NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.452 hourly","$0.285 hourly","$0.228700 hourly","$0.266600 hourly","$0.617 hourly","$0.447 hourly","$0.358700 hourly","$0.396600 hourly","$0.552 hourly","$0.318 hourly","$0.328700 hourly","$0.366600 hourly","$0.82 hourly","$0.653 hourly","$0.504000 hourly","$0.504000 hourly","$0.955 hourly","$0.788 hourly","$1.78 hourly","$1.613 hourly","$3.82 hourly","$3.653 hourly","$0.587 hourly","$0.42 hourly","$1.412 hourly","$1.245 hourly","$3.452 hourly","$3.285 hourly","0","$0.113 hourly"
"M4 General Purpose Deca Extra Large","m4.10xlarge","160.0 GiB","124.5 units","40 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","3.112 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","8000.0 Mbps","500.0 Mbps","32000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6","$2 hourly","$1.239 hourly","$0.723500 hourly","$0.858500 hourly","$2.165 hourly","$1.401 hourly","$0.853500 hourly","$0.988500 hourly","$2.1 hourly","$1.272 hourly","$0.823500 hourly","$0.958500 hourly","$3.84 hourly","$3.079 hourly","$2.487700 hourly","$2.487700 hourly","$4.582 hourly","$3.449 hourly","$8.64 hourly","$7.879 hourly","$18.84 hourly","$18.079 hourly","$2.676 hourly","$1.915 hourly","$6.8 hourly","$6.039 hourly","$17 hourly","$16.239 hourly","$0.00 hourly","$0.270 hourly"
"X2IEZN Quadruple Extra Large","x2iezn.4xlarge","512.0 GiB","0 units","16 vCPUs","32.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8252","4.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","use1-az2, use1-az4, use1-az6","$3.336 hourly","$2.0538 hourly","$1.000800 hourly","$1.000800 hourly","$3.466 hourly","$2.1838 hourly","$1.130800 hourly","$1.130800 hourly","$3.486 hourly","$2.1138 hourly","$1.150800 hourly","$1.150800 hourly","$4.072 hourly","$2.7898 hourly","$1.736800 hourly","$1.736800 hourly","$4.3424 hourly","$3.0602 hourly","$5.992 hourly","$4.7098 hourly","$10.072 hourly","$8.7898 hourly","$3.6064 hourly","$2.3242 hourly","$5.256 hourly","$3.9738 hourly","$9.336 hourly","$8.0538 hourly","0","unavailable"
"C5 High-CPU Large","c5d.large","4.0 GiB","10 units","2 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","5 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","50 GB                 NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","HVM","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.096 hourly","$0.06 hourly","$0.032400 hourly","$0.034400 hourly","$0.191 hourly","$0.152 hourly","$0.092400 hourly","$0.094400 hourly","$0.196 hourly","$0.093 hourly","$0.132400 hourly","$0.134400 hourly","$0.188 hourly","$0.152 hourly","$0.124400 hourly","$0.124400 hourly","$0.256 hourly","$0.22 hourly","$0.668 hourly","$0.632 hourly","unavailable","unavailable","$0.164 hourly","$0.128 hourly","$0.576 hourly","$0.54 hourly","unavailable","unavailable","0","unavailable"
"C6I Quadruple Extra Large","c6i.4xlarge","32.0 GiB","0 units","16 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","10000.0 Mbps","1250.0 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.68 hourly","$0.44982 hourly","$0.277300 hourly","$0.338300 hourly","$0.845 hourly","$0.61182 hourly","$0.407300 hourly","$0.468300 hourly","$0.83 hourly","$0.50982 hourly","$0.427300 hourly","$0.488300 hourly","$1.416 hourly","$1.18582 hourly","$1.008100 hourly","$1.008100 hourly","$1.6864 hourly","$1.45622 hourly","$3.336 hourly","$3.10582 hourly","$7.416 hourly","$7.18582 hourly","$0.9504 hourly","$0.72022 hourly","$2.6 hourly","$2.36982 hourly","$6.68 hourly","$6.44982 hourly","0","unavailable"
"R5D Double Extra Large","r5d.2xlarge","64.0 GiB","37 units","8 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","4.625 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","300 GB                 NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.576 hourly","$0.363 hourly","$0.215100 hourly","$0.299900 hourly","$0.706 hourly","$0.493 hourly","$0.345100 hourly","$0.429900 hourly","$0.726 hourly","$0.423 hourly","$0.365100 hourly","$0.449900 hourly","$0.944 hourly","$0.731 hourly","$0.510500 hourly","$0.510500 hourly","$1.079 hourly","$0.866 hourly","$1.904 hourly","$1.691 hourly","$3.944 hourly","$3.731 hourly","$0.711 hourly","$0.498 hourly","$1.536 hourly","$1.323 hourly","$3.576 hourly","$3.363 hourly","0","$0.144 hourly"
"R5D Metal","r5d.metal","768.0 GiB","347 units","96 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","3.615 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","3600 GB                 (4 * 900 GB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$6.912 hourly","$4.355 hourly","$1.710000 hourly","$1.710000 hourly","$7.077 hourly","$4.517 hourly","$1.840000 hourly","$1.840000 hourly","$7.062 hourly","$4.415 hourly","$1.860000 hourly","$1.860000 hourly","$11.328 hourly","$8.771 hourly","$6.126000 hourly","$6.126000 hourly","$12.95 hourly","$10.393 hourly","$22.848 hourly","$20.291 hourly","$47.328 hourly","$44.771 hourly","$8.534 hourly","$5.977 hourly","$18.432 hourly","$15.875 hourly","$42.912 hourly","$40.355 hourly","0","unavailable"
"C6I 16xlarge","c6i.16xlarge","128.0 GiB","0 units","64 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","20000.0 Mbps","2500.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$2.72 hourly","$1.79928 hourly","$1.201100 hourly","$1.618900 hourly","$2.885 hourly","$1.96128 hourly","$1.331100 hourly","$1.748900 hourly","$2.87 hourly","$1.85928 hourly","$1.351100 hourly","$1.768900 hourly","$5.664 hourly","$4.74328 hourly","$4.032200 hourly","$4.032200 hourly","$6.7456 hourly","$5.82488 hourly","$13.344 hourly","$12.42328 hourly","$29.664 hourly","$28.74328 hourly","$3.8016 hourly","$2.88088 hourly","$10.4 hourly","$9.47928 hourly","$26.72 hourly","$25.79928 hourly","0","unavailable"
"X1 Extra High-Memory 32xlarge","x1.32xlarge","1952.0 GiB","349 units","128 vCPUs","15.25 GiB/vCPU","0","None","0 GiB","0","0","2.727 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","Yes","3840 GB                 (2 * 1920 GB SSD)","Yes","No","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","No","use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6","$13.338 hourly","$8.219 hourly","$4.001400 hourly","$4.031800 hourly","$13.503 hourly","$8.381 hourly","$4.131400 hourly","$4.161800 hourly","$13.438 hourly","$8.252 hourly","$4.101400 hourly","$4.131800 hourly","$19.226 hourly","$14.107 hourly","$9.889400 hourly","$9.889400 hourly","$21.88 hourly","$16.271 hourly","$34.586 hourly","$29.467 hourly","$67.226 hourly","$62.107 hourly","$15.501 hourly","$10.383 hourly","$28.698 hourly","$23.579 hourly","$61.338 hourly","$56.219 hourly","0","unavailable"
"C5N Double Extra Large","c5n.2xlarge","21.0 GiB","39 units","8 vCPUs","2.62 GiB/vCPU","0","None","0 GiB","0","0","4.875 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.432 hourly","$0.272 hourly","$0.129500 hourly","$0.245700 hourly","$0.597 hourly","$0.434 hourly","$0.259500 hourly","$0.375700 hourly","$0.582 hourly","$0.332 hourly","$0.279500 hourly","$0.395700 hourly","$0.8 hourly","$0.64 hourly","$0.497500 hourly","$0.497500 hourly","$0.935 hourly","$0.775 hourly","$1.76 hourly","$1.6 hourly","$3.8 hourly","$3.64 hourly","$0.567 hourly","$0.407 hourly","$1.392 hourly","$1.232 hourly","$3.432 hourly","$3.272 hourly","0","$0.108 hourly"
"D3EN Extra Large","d3en.xlarge","16.0 GiB","0 units","4 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","Yes","Yes","Yes","Yes","27960 GB                 (2 * 13980 GB HDD)","Yes","N/A","64-bit","Up to 25 Gigabit","2800.0 Mbps","350.0 Mbps","15000.0 IOPS","Yes","12","4","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az6","$0.526 hourly","$0.331 hourly","$0.157800 hourly","$0.157800 hourly","$0.586 hourly","$0.391 hourly","$0.217800 hourly","$0.217800 hourly","$0.651 hourly","$0.381 hourly","$0.282800 hourly","$0.282800 hourly","$0.71 hourly","$0.515 hourly","$0.341800 hourly","$0.341800 hourly","$0.777 hourly","$0.583 hourly","$1.19 hourly","$0.995 hourly","$2.21 hourly","$2.015 hourly","$0.593 hourly","$0.399 hourly","$1.006 hourly","$0.811 hourly","$2.026 hourly","$1.831 hourly","0","unavailable"
"C6I Large","c6i.large","4.0 GiB","0 units","2 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","10000.0 Mbps","1250.0 Mbps","40000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.085 hourly","$0.05623 hourly","$0.034000 hourly","$0.034100 hourly","$0.18 hourly","$0.14823 hourly","$0.094000 hourly","$0.094100 hourly","$0.148 hourly","$0.08123 hourly","$0.097000 hourly","$0.097100 hourly","$0.177 hourly","$0.14823 hourly","$0.126000 hourly","$0.126000 hourly","$0.2446 hourly","$0.21583 hourly","$0.657 hourly","$0.62823 hourly","unavailable","unavailable","$0.1526 hourly","$0.12383 hourly","$0.565 hourly","$0.53623 hourly","unavailable","unavailable","0","unavailable"
"M5 General Purpose Metal","m5.metal","384.0 GiB","345 units","96 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","3.594 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.608 hourly","$2.903 hourly","$1.632300 hourly","$1.870800 hourly","$4.738 hourly","$3.033 hourly","$1.762300 hourly","$2.000800 hourly","$4.708 hourly","$2.936 hourly","$1.732300 hourly","$1.970800 hourly","$9.024 hourly","$7.319 hourly","$6.048300 hourly","$6.048300 hourly","$10.646 hourly","$8.941 hourly","$20.544 hourly","$18.839 hourly","$45.024 hourly","$43.319 hourly","$6.23 hourly","$4.525 hourly","$16.128 hourly","$14.423 hourly","$40.608 hourly","$38.903 hourly","0","unavailable"
"M5 General Purpose 12xlarge","m5.12xlarge","192.0 GiB","168 units","48 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","3.5 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$2.304 hourly","$1.452 hourly","$0.963800 hourly","$1.137200 hourly","$2.434 hourly","$1.582 hourly","$1.093800 hourly","$1.267200 hourly","$2.404 hourly","$1.485 hourly","$1.063800 hourly","$1.237200 hourly","$4.512 hourly","$3.66 hourly","$3.024200 hourly","$3.024200 hourly","$5.323 hourly","$4.471 hourly","$10.272 hourly","$9.42 hourly","$22.512 hourly","$21.66 hourly","$3.115 hourly","$2.263 hourly","$8.064 hourly","$7.212 hourly","$20.304 hourly","$19.452 hourly","0","$0.270 hourly"
"P3 High Performance GPU 16xlarge","p3.16xlarge","488.0 GiB","201 units","64 vCPUs","7.62 GiB/vCPU","8","NVIDIA Tesla V100","128 GiB","7.0","0","3.141 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az5, use1-az6","$24.48 hourly","$16.708 hourly","$7.344000 hourly","$10.555600 hourly","$24.645 hourly","$16.87 hourly","$7.474000 hourly","$10.685600 hourly","$24.58 hourly","$16.741 hourly","$7.444000 hourly","$10.655600 hourly","$27.424 hourly","$19.652 hourly","$10.288000 hourly","$10.288000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"R5D Quadruple Extra Large","r5d.4xlarge","128.0 GiB","70 units","16 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","4.375 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","600 GB                 (2 * 300 GB NVMe SSD)","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$1.152 hourly","$0.726 hourly","$0.363600 hourly","$0.466700 hourly","$1.317 hourly","$0.888 hourly","$0.493600 hourly","$0.596700 hourly","$1.302 hourly","$0.786 hourly","$0.513600 hourly","$0.616700 hourly","$1.888 hourly","$1.462 hourly","$1.021000 hourly","$1.021000 hourly","$2.158 hourly","$1.732 hourly","$3.808 hourly","$3.382 hourly","$7.888 hourly","$7.462 hourly","$1.422 hourly","$0.996 hourly","$3.072 hourly","$2.646 hourly","$7.152 hourly","$6.726 hourly","0","$0.270 hourly"
"M6I Quadruple Extra Large","m6i.4xlarge","64.0 GiB","0 units","16 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","10000.0 Mbps","1250.0 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.768 hourly","$0.50803 hourly","$0.297600 hourly","$0.368800 hourly","$0.898 hourly","$0.63803 hourly","$0.427600 hourly","$0.498800 hourly","$0.918 hourly","$0.56803 hourly","$0.447600 hourly","$0.518800 hourly","$1.504 hourly","$1.24403 hourly","$1.021700 hourly","$1.021700 hourly","$1.7744 hourly","$1.51443 hourly","$3.424 hourly","$3.16403 hourly","$7.504 hourly","$7.24403 hourly","$1.0384 hourly","$0.77843 hourly","$2.688 hourly","$2.42803 hourly","$6.768 hourly","$6.50803 hourly","0","unavailable"
"C5 High-CPU Quadruple Extra Large","c5d.4xlarge","32.0 GiB","73 units","16 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","4.562 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","400 GB                 NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.768 hourly","$0.484 hourly","$0.294500 hourly","$0.427600 hourly","$0.898 hourly","$0.614 hourly","$0.424500 hourly","$0.557600 hourly","$0.868 hourly","$0.517 hourly","$0.394500 hourly","$0.527600 hourly","$1.504 hourly","$1.22 hourly","$0.995100 hourly","$0.995100 hourly","$1.774 hourly","$1.49 hourly","$3.424 hourly","$3.14 hourly","$7.504 hourly","$7.22 hourly","$1.038 hourly","$0.754 hourly","$2.688 hourly","$2.404 hourly","$6.768 hourly","$6.484 hourly","0","$0.192 hourly"
"R5 24xlarge","r5.24xlarge","768.0 GiB","337 units","96 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","3.51 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$6.048 hourly","$3.81 hourly","$1.797600 hourly","$2.551800 hourly","$6.213 hourly","$3.972 hourly","$1.927600 hourly","$2.681800 hourly","$6.198 hourly","$3.87 hourly","$1.947600 hourly","$2.701800 hourly","$10.464 hourly","$8.226 hourly","$6.126000 hourly","$6.360600 hourly","$12.086 hourly","$9.849 hourly","$21.984 hourly","$19.746 hourly","$46.464 hourly","$44.226 hourly","$7.67 hourly","$5.433 hourly","$17.568 hourly","$15.33 hourly","$42.048 hourly","$39.81 hourly","0","$0.270 hourly"
"X2IEDN Eight Extra Large","x2iedn.8xlarge","1024.0 GiB","0 units","32 vCPUs","32.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Icelake)","3.5 GHz","Yes","Yes","Yes","Yes","950 GB                 NVMe SSD","Yes","Yes","64-bit","25 Gigabit","20000.0 Mbps","2500.0 Mbps","65000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$6.669 hourly","$4.10344 hourly","$2.000700 hourly","$2.000700 hourly","$6.799 hourly","$4.23344 hourly","$2.130700 hourly","$2.130700 hourly","$6.819 hourly","$4.16344 hourly","$2.150700 hourly","$2.150700 hourly","$8.141 hourly","$5.57544 hourly","$3.472700 hourly","$3.472700 hourly","$8.6818 hourly","$6.11624 hourly","$11.981 hourly","$9.41544 hourly","$20.141 hourly","$17.57544 hourly","$7.2098 hourly","$4.64424 hourly","$10.509 hourly","$7.94344 hourly","$18.669 hourly","$16.10344 hourly","0","unavailable"
"R4 High-Memory Large","r4.large","15.25 GiB","8 units","2 vCPUs","7.62 GiB/vCPU","0","None","0 GiB","0","0","4 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","425.0 Mbps","53.13 Mbps","3000.0 IOPS","No","30","3","Yes","Yes","Yes","No","HVM","No","use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6","$0.133 hourly","$0.084 hourly","$0.034500 hourly","$0.041500 hourly","$0.228 hourly","$0.176 hourly","$0.094500 hourly","$0.101500 hourly","$0.233 hourly","$0.117 hourly","$0.134500 hourly","$0.141500 hourly","$0.225 hourly","$0.176 hourly","$0.125900 hourly","$0.125900 hourly","$0.296 hourly","$0.247 hourly","$0.705 hourly","$0.656 hourly","unavailable","unavailable","$0.2006 hourly","$0.1516 hourly","$0.613 hourly","$0.564 hourly","unavailable","unavailable","0","unavailable"
"D3EN Double Extra Large","d3en.2xlarge","32.0 GiB","0 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","Yes","Yes","Yes","Yes","55920 GB                 (4 * 13980 GB HDD)","Yes","N/A","64-bit","Up to 25 Gigabit","2800.0 Mbps","350.0 Mbps","15000.0 IOPS","Yes","20","4","Yes","Yes","Yes","No","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az6","$1.051 hourly","$0.662 hourly","$0.315300 hourly","$0.315300 hourly","$1.216 hourly","$0.824 hourly","$0.445300 hourly","$0.445300 hourly","$1.201 hourly","$0.722 hourly","$0.465300 hourly","$0.465300 hourly","$1.419 hourly","$1.03 hourly","$0.683300 hourly","$0.683300 hourly","$1.555 hourly","$1.166 hourly","$2.379 hourly","$1.99 hourly","$4.419 hourly","$4.03 hourly","$1.187 hourly","$0.798 hourly","$2.011 hourly","$1.622 hourly","$4.051 hourly","$3.662 hourly","0","unavailable"
"X1E 32xlarge","x1e.32xlarge","3904.0 GiB","340 units","128 vCPUs","30.50 GiB/vCPU","0","None","0 GiB","0","0","2.656 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","unknown","3840 GB                 (2 * 1920 GB SSD)","Yes","No","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","No","use1-az1, use1-az2, use1-az4, use1-az6","$26.688 hourly","$16.446 hourly","$8.006400 hourly","$8.006400 hourly","$26.818 hourly","$16.576 hourly","$8.136400 hourly","$8.136400 hourly","$26.788 hourly","$16.479 hourly","$8.106400 hourly","$8.106400 hourly","$32.576 hourly","$22.334 hourly","$13.894400 hourly","$13.894400 hourly","$34.74 hourly","$24.498 hourly","$47.936 hourly","$37.694 hourly","$80.576 hourly","$70.334 hourly","$28.851 hourly","$18.609 hourly","$42.048 hourly","$31.806 hourly","$74.688 hourly","$64.446 hourly","0","unavailable"
